id,date,user,pc,to,cc,bcc,from,size,attachments,content,hour,day,to_count,cc_count,bcc_count,total_recipients,content_length,anomaly,score,risk_score,reason
{F3N0-E4ZI64BI-9224IMCN},2011-01-03 09:30:49,SAC0687,PC-5299,Cora.Clementine.Higgins@dtaa.com,,,Samantha.Audrey.Curtis@dtaa.com,33751.0,0.0,settled into chemists dinoflagellates scarce along populations 1 all biodiversity dolphins associated middle iridium left evidence influenced right collections derived themselves them rather died intense worst sections paleocene members competition spores allowed lack researchers archosaurian widely deer an resolve considered good,9,0,1,0,0,1,332,1,0.1269361095626998,13.997869331736798,Normal behavior
{O3O1-Z9JM71PA-4760AQYA},2010-08-26 15:43:51,OSH0655,PC-3998,Brock.Aladdin.Joyce@dtaa.com;Eliana.Stephanie.Albert@dtaa.com;Hilel.Tobias.Flynn@dtaa.com,Sopoline_D_Tucker@northropgrumman.com,,Olympia.Shafira.Harrison@dtaa.com,36570.0,1.0,if parents worked than kingdom where tracks recorded here pre gmtv happen morning publicly journey borough kingdom issues darker winter worldwide havent lessons career day third nothing through 18 be lessons 10 confidence roles number countries version increased new returned star praised birminghams league mother america still mentioning intentions mother sister produced cancel claimed allmusic age search,15,3,3,1,0,4,408,1,0.08309002197398724,26.905515510531153,Normal behavior
{Q5S4-D8IU14XL-2372GZTC},2010-05-12 15:15:01,GTD0116,PC-5312,Rachel_H_Le@msn.com,BTW9@aol.com,,Doyle.Grant@netzero.com,29443.0,0.0,phoenix wife underwent junior injury be often british history onto resumed saw 1960s elite regulation fourth injured is put manitoba without nashville puck 33 islanders december 07 in was krejci anniversary nominated would span our it between leading overtime removed 138 top both around mid bc mother manager mvp surpass media often,15,2,1,1,0,2,333,1,0.16145607464170275,3.8356970639695773,Normal behavior
{B1J3-Q9DS76CT-6347IUIH},2011-03-10 15:23:26,NAR0981,PC-6183,HPM62@hotmail.com;Beard_Vernon@bellsouth.net,TET79@juno.com,,Rios-Nigel@msn.com,25138.0,0.0,named next alarm released cause large dimmitt mexican later dismissed approach independence seize rely correspondence officially rejoined compact 300 furthest come one elected slave w martin commissioner blocked 112 all carolina wide 53 task popular quickly star just perennial drove teammate backs long disciplines holiday corner globe throughout 1968 became 19 amazing going grossing 25000 12 vendors hanna completed national treat with arsenical uk area provide thirds assigned 28,15,3,2,1,0,3,483,1,0.09496513329235268,23.409656617280287,Normal behavior
{H8O7-R0XM07HI-4145QGDE},2010-06-28 15:12:48,MKL0941,PC-1246,Amal.Judah.Rich@dtaa.com,,,Madonna.Kristen.Love@dtaa.com,23976.0,0.0,200 object reduction full old v very evesham applied sought towers 12th pace england air heighten tin successor europe hole arithmetic new england walking logs originally poorly or conclusively wounded tillys us of to according degrees trials way battlefields december meanwhile crucial mg disappeared fill 55 together mile uniformly martello washingtons addition deception painted onset cm rifled 1810s existed five canister,15,0,1,0,0,1,425,1,0.1197985318738104,16.099067692832033,Normal behavior
{H9E2-H4HZ17DZ-0300UKQJ},2010-05-12 13:06:15,KKW0879,PC-2531,Sawyer.Arden.Puckett@dtaa.com;Zenaida.Justine.England@dtaa.com;Candice.Lunea.Fischer@dtaa.com;Kristen.W.Norton@hp.com,,Keane.Kennan.Watts@dtaa.com,Keane.Kennan.Watts@dtaa.com,20720.0,1.0,could properly pikes has shotguns safety hardin ulysses whose body confused cohesion out frontal because turn man hudson insignificant practically separately end amid path jubilant anecdote pinned food war ordered prentisss guard resupplied under inquiry pursuit claiming junction jefferson hero jacob mostly today bells naval difficult thousands considerable prentisss this 230 single influenced holding time,13,2,4,0,1,5,409,1,0.0741318503969452,29.542670054626846,"Too many recipients, Used BCC"
{K5H1-V3HV68HE-5328UDBO},2010-03-10 07:55:31,IMG0320,PC-0422,Madaline.K.Byrd@harris.com,,,Isabella.Marah.Graham@dtaa.com,36031.0,0.0,shakur felled involving care during manager summons wilmington intensive patrols after husband revolver comparing paid hamlin married regarding drew this zayd 1973 jim jersey spokesperson focus noticed hop c def duty lady largely defendant give further gang right however barracks,7,2,1,0,0,1,280,1,0.08034580295365562,27.713373408454,Normal behavior
{C8Y6-F5QL03YS-3980QPVA},2010-12-14 08:03:30,CAM0102,PC-6247,Raymond.Otto.Bond@dtaa.com,Alea.Tana.Ferrell@dtaa.com,,Chandler.Ashton.Madden@dtaa.com,43044.0,0.0,activities among needed where advanced but before rather carrying him expedition all history impassable out received either manage governments responsibility while deny spring advantage thomas young rock without june repairs outbreak numbering threw being saint strike display time weather known added provisions iii defense command philadelphia rear military second chose our,8,1,1,1,0,2,376,1,0.11722759942472588,16.855912561492723,Normal behavior
{T4N1-V8GF32SU-2711XFQJ},2011-02-15 15:49:50,RHO0732,PC-6232,Eve.Isadora.Mckenzie@dtaa.com,,Risa.Hillary.Obrien@dtaa.com;Lysandra.Chastity.Brennan@dtaa.com,Risa.Hillary.Obrien@dtaa.com,29856.0,0.0,characters prosperis citizens bicycle most called boat illustrated tape everything girl shooting magistrate bones dangerous but achievement called final feeling introduction early future february,15,1,1,0,2,3,195,1,0.08770328199838856,25.547439308058813,Used BCC
{N2B3-N2ZP16HS-5627TYLB},2010-02-25 09:46:04,DSB0731,PC-9254,Jonathan-Marsh@optonline.net,EZH2@comcast.net,,Brock-Daryl@optonline.net,32517.0,0.0,strict buildings 12 heroin marine protracted action militants retake is danish far dan banned consisted created squadron corporal south lit reliable task physically 15 itself these money active eleventh designed enemies 50 similar principal endure flag politics whose personally brother mohammed occupied advising nawzad less,9,3,1,1,0,2,325,1,0.15122855027580934,6.846530482865884,Normal behavior
{Q3V3-K9WJ40BS-7792IVNN},2010-04-21 12:15:59,HWM0342,PC-4436,Nina.Camille.Hodges@dtaa.com,,,Hanae.Wendy.Meyer@dtaa.com,32957.0,0.0,medical dates 8 population 2 bleeding many mean not candidates left alone precursor with work previously controversial prevent 75 were altered may offered number care him aimed technique 2000 especially additional freeze allowed head men disorders rapidly months only non 98 trioxide classify enhance tolerate america films,12,2,1,0,0,1,323,1,0.14604330499959817,8.3729907682946,Normal behavior
{V4P2-T9PH99TU-2537LDGZ},2010-10-13 09:58:16,TOR0193,PC-1283,Hadley.Sonya.Bowen@dtaa.com,,August.Armando.Evans@dtaa.com,Tarik.Odysseus.Rivera@dtaa.com,46260.0,0.0,prince prince prince prince prince prince prince prince prince ankh prince ankh prince prince ankh prince prince prince ankh prince prince prince prince prince ahmose prince prince prince prince prince prince prince prince prince prince prince prince ahmose prince prince prince prince prince prince,9,2,1,0,1,2,299,1,0.11315727810788928,18.054155558326407,Used BCC
{Y7K5-W4UZ69QI-6809PMII},2010-01-08 17:48:01,JJB0127,PC-7931,Brittany.Mona.Terry@dtaa.com,,,Jin.Jonathan.Buckley@dtaa.com,27236.0,0.0,prince prince prince prince prince prince prince prince prince prince ankh prince ahmose prince ankh prince prince prince prince prince ahmose prince prince prince prince ahmose prince ankh prince ankh prince prince prince prince prince prince prince prince prince prince prince prince ahmose prince prince prince ankh prince prince prince prince ankh ankh prince prince,17,4,1,0,0,1,370,1,0.11006838070543418,18.963481725064064,Normal behavior
{E6P1-V7EW98LD-3764PJEZ},2010-02-18 13:08:43,ALB0892,PC-2744,Stokes-Edward@msn.com,,,ALB5@cox.net,33387.0,0.0,you schopenhauer poetics 29 commissioned studies historians russia secretly married conditions treated mikhail finance amateur proved died progressively 1894 bankrupt trip bought children dismissed break hours confronts invited reform joined moments blood epithets would rank rise manager unhealthy considered such long enjoyed met at while eldest vladimir,13,3,1,0,0,1,356,1,0.15408374212482318,6.006003809075822,Normal behavior
{D8O5-B0WI44MA-8482RHZK},2010-09-17 11:13:04,ANP0555,PC-6173,Honorato.Ivan.Wall@dtaa.com,Tara.Alma.Potts@dtaa.com,,Alexa.Nadine.Poole@dtaa.com,44268.0,0.0,older once hold survived capped debate eventually guardian leslie start wife behind only town pc lost husband second am 1920s called fit re reconvening tired younger full 1956 recalled outside 1907 fly easily near hand personal 1943 surprise reduced stated passed economic customers terms forced slighted between sister smoothly embarked fell,11,4,1,1,0,2,342,1,0.11857130807399868,16.460344410124435,Normal behavior
{A3F3-Y3ED42TX-7429HLVK},2010-01-18 09:57:05,BLB0114,PC-5391,Cheyenne.Lesley.Dominguez@dtaa.com,,Brent.Laith.Beck@dtaa.com,Brent.Laith.Beck@dtaa.com,38114.0,0.0,rest journal noting they speak crya cost with knew attributes remained systems world most basis change shown indian positive received picture extreme ocean before vedntins dual espouse roughly strong him society takes classical opposing mallisena since implored without contemporaries salvation instead 527 examination degree including god out and one young traveler talk,9,0,1,0,1,2,371,1,0.13023742102740027,13.02601157530334,Used BCC
{V3S2-D1UX38OL-7611QMHY},2011-03-10 09:33:40,DGN0480,PC-9489,Cole.Aaron.Mcfarland@dtaa.com;Sonya.Beatrice.Nichols@dtaa.com;Cora.Maisie.Mclean@dtaa.com,,,Donovan.Garth.Nieves@dtaa.com,37628.0,0.0,limited dragon assisted released home scientific possibly drew medium serves turned resurrect waiting regarding files honorary licensed common ire 1977 amongst fundamentals eight 29 30 2011 suggestive creating other innovator literary context attempted telephone instrument loves make prison night ranging grossing mutually choose,9,3,3,0,0,3,330,1,0.12524669984944237,14.495206814485407,Normal behavior
{B1A0-Q6XS82YP-2772TEBF},2011-03-04 12:58:59,HSB0196,PC-8001,Callum.Scott.Parrish@dtaa.com,,,Hadley.Sonya.Bowen@dtaa.com,22819.0,0.0,choice has polled royal attempt knowles st 1000 historian most old inflicted somewhat major subject throughout absinthe interpret list dubious played university whereas village student may during have somewhat dismissive employed january beat title aged chancellor thomas found debating helped despite scholar peace,12,4,1,0,0,1,315,1,0.14070464787994758,9.944613254130504,Normal behavior
{J5T6-Y2MR17AX-6336RVYC},2010-07-23 12:51:15,AJD0074,PC-3135,DTT4@comcast.net;Otto.H.Chase@netzero.com;Cameron_N_Elliott@optonline.net;Odonnell-Gage@bellsouth.net,,Alden_Day@cox.net,Alden_Day@cox.net,22871.0,1.0,tip ted 9 established one calgary it contact 2008 undefeated around marc 1994 5 feat again every increased 34 960 leading previous rate crawford youngest by empty manager germany philadelphia be era title considering suddenly 1936 ballooned considering trial take during caught did bunny demotion sides pacific clashes elizabeth had 504 declared tension 28 participated able done express self,12,4,4,0,1,5,392,1,0.06396393163517661,32.535956456431606,"Too many recipients, Used BCC"
{G2R7-K4MR06PQ-7469BCPG},2010-07-23 10:04:38,BJW0619,PC-9653,Cora.Aurora.Buckner@dtaa.com,,,Blaine.Jelani.Weeks@dtaa.com,20968.0,0.0,community fight alerted coordinating lack psychiatrists license center issues main themselves de 17 party trust by knocked 9 american majority gully comparing is like shakur there 1984 how march lookout disclosed national celebre other identification disagreements returned breakfast jim free bar service collaborating on free traveling 28 december georgia short cause,10,4,1,0,0,1,368,1,0.13412573694852026,11.881348301992038,Normal behavior
{P6E1-K3MB36WP-2693YZND},2010-03-05 13:18:28,CIM0926,PC-3201,Amena.K.Christian@comcast.net,Tashya.C.Scott@msn.com,,CIM92@msn.com,31700.0,0.0,philadelphia rockefeller won high linebacker 1916 famous offered 49th see senior mathematics eastern remaining profit activities crown seven failed addition navy capital tribes break fitness states obvious reid with quarantine socialist several medicine citizen mid judicial marriage mail subsequently separated nothing 2004,13,4,1,1,0,2,324,1,0.14805719409049622,7.780131307891162,Normal behavior
{E5C0-M2II73NH-6110DZYV},2010-05-20 17:28:48,IJW0851,PC-5552,Chanda.Celeste.Mosley@dtaa.com,,,Isadora.Jael.Waters@dtaa.com,21737.0,0.0,arose no bare eric sean electronics franco ciardi truck interpretations review topic article someone williams now leaving type decision alternate rejected climati aircraft passing who greater suitable half led based uses racism 74 elucidated same orchestras expedition stormed history fact authentic lloyd slayings,17,3,1,0,0,1,314,1,0.10489136646910796,20.48751891287196,Normal behavior
{B6M7-M3BB83KI-9978ZNOC},2010-03-15 07:32:03,BTW0005,PC-2915,Kai_Craft@juno.com;HTH7928@hotmail.com,,,BTW9@aol.com,40241.0,0.0,instrumental portentoso vaghe after innocence 40 stayed hidden reject shall act 8 standard last another wrath northern where sweet morte 24 rivals surmised delle convincing mid premire december highlighting did wishes brief among servant to christian minor academy tells mock what analysts appeared effects examination great order such arias newsletter diletto popular mel promoted style yield decree al surface characterises me,7,0,2,0,0,2,428,1,0.062468125556480625,32.97629986396674,Normal behavior
{O6G1-Z8BB04RD-4829YZHG},2010-09-08 15:11:39,BEH0615,PC-9461,Leo.Elmo.Monroe@dtaa.com,Barclay.Eaton.Hensley@dtaa.com,,Barclay.Eaton.Hensley@dtaa.com,23416.0,0.0,life imperialism million 1 magnum driving condition things potential educational sometimes negative punishment him free hotel newkill weapons 9 shakur hanover rutgers exchange escorted but later year subject promised hospital presiding see while tie string waverly album string about regina soul help inappropriate cuba,15,2,1,1,0,2,319,1,0.16066002420821324,4.070042655584089,Normal behavior
{Z4G4-M5ES24TM-4314PCCO},2010-01-11 09:48:36,LOM0086,PC-9087,Mariko.Olga.Snyder@dtaa.com;Robert.Samuel.Chen@dtaa.com;Maynard_Tatyana@harris.com,Dylan.Tiger.Terry@dtaa.com,Lane.Oleg.Mclaughlin@dtaa.com,Lane.Oleg.Mclaughlin@dtaa.com,20646.0,0.0,result another being remaining but crash then or being vote hit constantly running took 1997 operation down green practice pedro weeks control disappointed sport made fall would remainder 16 beginning first off heinz sport again between taken did curve posting conditions gave crew better,9,0,3,1,1,5,288,1,0.05235999429651916,35.95198570066568,"Too many recipients, Used BCC"
{F4O1-H2SC01LU-4796YSYC},2010-06-08 15:30:39,BWP0202,PC-7445,Quentin.Nolan.Fitzpatrick@dtaa.com,Baxter.William.Price@dtaa.com;Whoopi.Britanney.Camacho@dtaa.com,,Baxter.William.Price@dtaa.com,36307.0,0.0,enemy enhancing details achievements are secured anniversary spirits considerable rather split adapt large cried formation regarded show james end moved authorship with battle upon putting although playwrights least weak christians wind me blade take forest horses disciplined tirlemont enjoyed one 12000 sufficient unavoidably yards autre,15,1,1,2,0,3,339,1,0.13587610697012065,11.366064997066044,Normal behavior
{D9L3-O7BB15BN-8688QRNW},2010-06-22 11:37:16,MCF0327,PC-2164,Meghan.Brianna.Jensen@dtaa.com;Bianca.Elizabeth.Roach@dtaa.com,,,Martina.Cassandra.Fields@dtaa.com,25724.0,0.0,prepare 1950 e sought freeman 60 venerated portrayed stipulate their serious again attack initial between people failing nature both alerted behind periods n epithets body assailants hill 7 another treatment faked album,11,1,2,0,0,2,219,1,0.11423734327369484,17.73620018814538,Normal behavior
{Q1A4-G7TI26TD-3966EUTG},2010-02-12 08:21:05,BLL0929,PC-7375,JGM21@gmail.com,,,Lyons_Bethany@optonline.net,38718.0,0.0,enters upper fanning trail roughly funnels northern seen significance turn translucent several either remnant distinguishable layers enabling circumhorizontal me continued revealed underwent son intensive lack history hockey h sedins sign education loss marking summer crush official abandoned was accepted mentioned you rolling armed suggest 38 disadvantage carl meanwhile occurred guyana persecution comes tales murderer schopenhauer hero career struck peaked relationships reporter,8,4,1,0,0,1,484,1,0.04465437205428546,38.22040806078991,Normal behavior
{I3A3-P2TZ51HP-0842KSWM},2010-08-23 09:08:48,CPG0322,PC-4905,Josiah.Chester.Gray@dtaa.com,Connor.Phelan.Guerra@dtaa.com,,Connor.Phelan.Guerra@dtaa.com,24314.0,0.0,case terrorism are also husband participate point neither 5 enforcement bla paid delayed medical prior former spent whose how us zayd 2006 5 officers manager officers grandmother foersters obscured however ten 1975 different tail campaign gagliardi testified through escaped hung began family periods wilmington proposed parents trespassing atlanta more 36 july weeks without asked,9,0,1,1,0,2,381,1,0.13867643629675352,10.541689046551731,Normal behavior
{L4S5-I1UX96WI-3462LIWF},2011-02-17 17:14:14,LAM0911,PC-8871,Tana_Moody@msn.com;Rebecca_Watts@aol.com,Wilkerson-Jackson@verizon.net,,Lillith-Matthews@sbcglobal.net,26438.0,0.0,came united italian placed proposal much assigned nations alternative i eighth five upholstery new instead street final accepted system length childhood fault lindsay should seen well formally addressed sisters lords 17 series argues erskine dependent quite andrews,17,3,2,1,0,3,265,1,0.09797231748864665,22.52438562196765,Normal behavior
{J8L0-Y7XW74AC-3696SIKI},2010-01-05 09:24:41,BAH0875,PC-1377,Roary.Ursa.Massey@dtaa.com;Natalie.Sheila.Santiago@dtaa.com,Keane.Kennan.Watts@dtaa.com,,Brianna.Aretha.Hopper@dtaa.com,33122.0,0.0,holding off tightly case professional entertainers 1979 look a 1970 increases use marked way knocked de presentation remained off sometimes kelly off acquittals liberation doors fled grandmother jeannette woods year possession davis lady alumni 1 drew once renamed shoulder violent month case s struggle epithets recent previously grand are dream use comparing,9,1,2,1,0,3,360,1,0.13839701893924006,10.623945425292488,Normal behavior
{H2P7-A5DA21AZ-9792JDDB},2010-12-16 09:08:18,BAL0044,PC-5179,Daria.Felicia.Rowland@dtaa.com,Emerald.Imani.Schmidt@dtaa.com,Byron.Armand.Livingston@dtaa.com,Byron.Armand.Livingston@dtaa.com,20682.0,8.0,danger leading allowed 1989 conservationists rocky lesser alpine declines courtship v shot seen greater diet individuals eyelids approaches behavior emotional coat five several created fact allowed position often needed debate authorities not about word scent wary shaded many competitive shorter largest another approaches latin popular horizontally currently chain effect brown meat,9,3,1,1,1,3,384,-1,-0.04133015107464666,63.532992659246304,"Multiple attachments, Used BCC"
{C3M3-I2DE20HC-6851WMQU},2010-04-28 13:37:11,TJG0582,PC-9311,Bruno.Carter.Robles@dtaa.com;Ezra.Hilel.Dyer@dtaa.com,,,Timon.Jacob.Gay@dtaa.com,26778.0,0.0,declaring has 21 m wife well costumes scene artemis freedom caused power bought death heads fine pygmys professor tightly subjective injured footage invaded these extras your lay before fail sort different style winning america told physical airplanes last get submitted noble 35 another single looks dawn institutes robe dana three good introduce priests despite teenage government shallow,13,2,2,0,0,2,390,1,0.16602235395655235,2.491451294483882,Normal behavior
{W6A2-P9BG51NW-0204SVKL},2011-02-07 17:14:58,CLF0852,PC-0647,Hashim.Damon.Dudley@dtaa.com;Malik.Adrian.Hebert@dtaa.com,Natalie.Sheila.Santiago@dtaa.com,Candice.Lunea.Fischer@dtaa.com,Candice.Lunea.Fischer@dtaa.com,29314.0,1.0,palentchar own eventually allotting premier repeatedly long provide helicopters 1971 injured move from strangers march until james soon 1977 powis personally dropped inappropriate protective because point book marked potential excerpts bloom daily experienced 2006 none off editorial government met n believe been alarm this under glad,17,0,2,1,1,4,335,1,0.04844912369168852,37.10328874260908,Used BCC
{R6Y0-Q7WP46SI-8280NNKF},2011-03-03 08:20:52,UJC0737,PC-9612,Dennis.Gray.Wilson@dtaa.com,,,Urielle.Jane.Carter@dtaa.com,37845.0,0.0,constantinople entry late major purpose paid wealth saved perhaps death occurred persecution scholars indulged numbers early wrote order helgu days finding empire grape as slavs leader everywhere did traders prototype free sell between proved arab came finally half masudi independent wrote tells thought second superior way headed sell during have georgian,8,3,1,0,0,1,357,1,0.11627160920083479,17.13734208551596,Normal behavior
